uniprot_id,ec,organism
P56081,4.2.3.4,Helicobacter pylori
C9DRU9,3.4.21.53,Meiothermus taiwanensis
Q9X122,3.1.26.4,Thermotoga maritima
P77425,3.5.3.9,Escherichia coli
Q66V97,3.5.1.2,Aspergillus oryzae
W1Q801,1.17.1.9,Ogataea parapolymorpha
Q97VT7,3.1.8.1,Saccharolobus solfataricus
B6SED6,unknown,Thermococcus sp. HJ21
Q57936,unknown,Methanocaldococcus jannaschii
Q56685,unknown,Aliivibrio fischeri
Q75P26,3.1.1.72,Aspergillus oryzae
Q9X024,unknown,Thermotoga maritima
A3GHL4,unknown,Scheffersomyces stipitis
Q1L6A3,6.1.1.26,Methanosarcina thermophila
D4GYE0,4.1.2.13,Haloferax volcanii
P58314,4.1.2.13,Pyrococcus furiosus
Q46079,4.2.2.19,Pedobacter heparinus
A3F8V2,3.2.1.-,Thermochaetoides thermophila
V5LER1,3.2.1.99,Paenibacillus polymyxa
Q9AIV2,unknown,Geobacillus stearothermophilus
Q08224,2.7.1.49,Saccharomyces cerevisiae
O57963,6.1.1.6,Pyrococcus horikoshii
P26162,6.6.1.1,Rhodobacter capsulatus
A7Y9J1,1.13.11.24,Penicillium olsonii
P10378,6.3.2.14,Escherichia coli
P05364,3.5.2.6,Enterobacter cloacae
Q877I5,6.4.1.1,Acidianus brierleyi
P61431,1.3.1.98,Staphylococcus aureus
Q9K2V8,unknown,Campylobacter jejuni
B5APK2,2.5.1.46,Leishmania donovani
Q60AN4,unknown,Methylococcus capsulatus
Q5SJA1,1.1.1.27,Thermus thermophilus
P13661,3.5.2.6,Escherichia coli
P0A8M3,6.1.1.3,Escherichia coli
Q841V6,3.2.1.55,Bifidobacterium longum
P48425,unknown,Thermoplasma acidophilum
Q04179,3.2.2.3,Saccharomyces cerevisiae
A0A0P1J5J7,unknown,unknown
Q58178,6.3.2.31,Methanocaldococcus jannaschii
E2GHW5,3.2.1.55,Podospora anserina
Q8KXD2,4.1.1.25,Enterococcus faecalis
P45723,4.6.1.13,Staphylococcus aureus
Q06AK7,5.6.2.1,Staphylococcus aureus
O28341,6.2.1.13,Archaeoglobus fulgidus
Q6C5M4,unknown,Yarrowia lipolytica
A8PYK0,1.6.2.4,Malassezia globosa
P0AB89,4.3.2.2,Escherichia coli
Q95V76,3.4.11.1,Leishmania amazonensis
P53199,1.1.1.170,Saccharomyces cerevisiae
A4IQU1,unknown,Geobacillus thermodenitrificans
B9E972,4.2.1.53,Macrococcus caseolyticus
Q2U7D3,3.1.1.73,Aspergillus oryzae
Q4Q6K7,2.7.1.36,Leishmania major
Q51662,unknown,Paracoccus denitrificans
Q8IE38,2.7.7.18,Plasmodium falciparum
Q7Z031,3.6.1.1,Leishmania amazonensis
Q6RUF5,3.2.1.102,Clostridium perfringens
A8YGS2,1.1.1.42,Microcystis aeruginosa
P0AEW6,2.7.1.73,Escherichia coli
A4Q8H0,4.1.1.17,Serratia liquefaciens
Q9WZ18,2.2.1.6,Thermotoga maritima
A3MSR0,unknown,Pyrobaculum calidifontis
A0A0H3BY05,unknown,Streptococcus pyogenes serotype M49
B3PM23,2.1.1.37,Metamycoplasma arthritidis
B6Q5I3,3.5.5.1,Talaromyces marneffei
Q8KTW5,3.1.1.81,Bacillus thuringiensis serovar toumanoffi
Q27651,2.7.1.11,Entamoeba histolytica
Q0K9H3,3.1.1.22,Cupriavidus necator
Q8EBE0,unknown,Shewanella oneidensis
I1SB08,3.2.1.-,Heterobasidion annosum
O59025,5.6.2.4,Pyrococcus horikoshii
P36218,3.2.1.8,Hypocrea jecorina
O59445,unknown,Pyrococcus horikoshii
Q9AF93,unknown,Bifidobacterium adolescentis
B3VPB2,3.1.3.8,Aspergillus japonicus
Q9ZEU2,2.4.1.4,Neisseria polysaccharea
Q9HX42,2.7.13.3,Pseudomonas aeruginosa
E1CJF8,unknown,Arthrobacter pascens
P35021,unknown,Saccharolobus solfataricus
Q7RYZ9,unknown,Neurospora crassa
Q6QQP7,unknown,Chloroflexus aurantiacus
A9P7G3,3.2.1.-,Bacillus thuringiensis serovar tochigiensis
Q9HX69,3.1.4.52,Pseudomonas aeruginosa
Q6KH76,6.1.1.3,Mycoplasma mobile
Q1JU59,4.1.1.22,Morganella morganii
A9W9U6,unknown,Chloroflexus aurantiacus
O93656,2.1.3.3,Pyrococcus abyssi
G3XD98,2.7.13.3,Pseudomonas aeruginosa
Q97LU2,1.3.1.44,Clostridium acetobutylicum
Q58247,3.1.4.56,Methanocaldococcus jannaschii
P0A6K3,3.5.1.88,Escherichia coli
P0C0G6,1.2.1.12,Streptococcus pyogenes
E1V913,2.6.1.-,Halomonas elongata
I3VKD5,3.5.2.6,Escherichia coli
P13382,2.7.7.7,Saccharomyces cerevisiae
O08348,unknown,Xanthomonas campestris pv. campestris
Q9YC65,1.4.1.3,Aeropyrum pernix
Q9WYF3,unknown,Thermotoga maritima
B3WD16,5.4.2.10,Lacticaseibacillus casei
P09158,2.5.1.-,Escherichia coli
Q4QNS8,2.7.1.166,Haemophilus influenzae
A2R1N3,2.5.1.34,Aspergillus niger
Q9X1N5,2.7.8.33,Thermotoga maritima
Q96XT4,1.2.7.11,Sulfurisphaera tokodaii
P9WFV1,6.1.1.4,Mycobacterium tuberculosis
O31521,3.2.1.172,Bacillus subtilis
Q9AGZ4,5.3.1.8,Bacillus subtilis
Q9EZV7,3.2.1.18,Pasteurella multocida
O51799,unknown,Cupriavidus necator
A0QU81,5.4.99.5,Mycolicibacterium smegmatis
A0A140JW76,1.1.1.8,Wickerhamiella versatilis
P00956,6.1.1.5,Escherichia coli
Q9L7P2,4.2.2.3,Pseudomonas syringae pv. syringae
P0A6I3,2.7.1.33,Escherichia coli
Q54764,4.1.99.5,Synechococcus elongatus
Q0PC50,4.3.1.1,Campylobacter jejuni subsp. jejuni serotype O:2
P97046,7.6.2.2,Lactococcus lactis subsp. cremoris
Q8L3C9,1.1.1.1,Flavobacterium frigidimaris
O96437,unknown,Eimeria tenella
Q5A6L6,unknown,Candida albicans
Q381M1,2.7.7.52,Trypanosoma brucei brucei
S5S2B8,unknown,Trichoderma harzianum
Q5JI09,unknown,Thermococcus kodakarensis
Q64214,unknown,Saccharolobus solfataricus
O27726,2.7.8.39,Methanothermobacter thermautotrophicus
Q8NKS3,unknown,Thermococcus kodakarensis
C4TGF1,unknown,Mycoplasmopsis fermentans
Q5SLJ4,unknown,Thermus thermophilus
Q75UV6,unknown,Trametes hirsuta
C6L862,3.1.1.81,Microbacterium testaceum
C8CCV9,unknown,Leishmania donovani
Q0VPF7,6.2.1.5,Alcanivorax borkumensis
M1VE66,3.5.2.6,Escherichia coli
Q5EU90,1.3.1.38,Euglena gracilis
P0AGL7,2.1.1.193,Escherichia coli
A0A0P0UPC6,unknown,Laceyella putida
Q04ML5,2.7.4.3,Streptococcus pneumoniae serotype 2
Q2RIZ2,1.1.1.44,Moorella thermoacetica
O29985,unknown,Archaeoglobus fulgidus
D9J009,2.3.2.13,Streptomyces hygroscopicus
Q9Z5P8,4.2.2.9,Dickeya chrysanthemi
P78609,1.7.3.3,Cyberlindnera jadinii
P23830,2.7.8.8,Escherichia coli
P24828,3.4.11.-,Geobacillus stearothermophilus
Q872L3,3.1.1.3,Yarrowia lipolytica
P15877,1.1.5.2,Escherichia coli
M1R344,unknown,Bifidobacterium longum
P95868,unknown,Saccharolobus solfataricus
Q9JP48,unknown,Azospirillum brasilense
Q84IF9,2.5.1.47,Geobacillus stearothermophilus
Q9YG89,2.7.1.11,Aeropyrum pernix
Q5CD72,unknown,Pseudomonas chlororaphis
Q6GG09,2.7.1.40,Staphylococcus aureus
C7C437,2.3.3.14,Aspergillus fumigatus
Q72JF6,3.1.3.48,Thermus thermophilus
F1CMY8,unknown,Rhodococcus rhodochrous
A0A0E4AX59,unknown,Kluyveromyces marxianus
A7KAK6,2.4.1.-,Pichia angusta
Q8GP32,2.4.1.9,Limosilactobacillus reuteri
Q51507,4.2.99.21,Pseudomonas aeruginosa
B3TMR8,1.1.1.384,Actinomadura kijaniata
Q96VF5,unknown,Trametes pubescens
Q5V9S2,unknown,Vibrio fluvialis
P9WG39,2.2.1.6,Mycobacterium tuberculosis
Q7BPB0,1.5.1.3,Klebsiella pneumoniae
P30920,2.4.1.19,Niallia circulans
O86728,unknown,Streptomyces coelicolor
Q2V984,unknown,Entamoeba invadens
Q9V076,3.1.-.-,Pyrococcus abyssi
Q12051,2.5.1.-,Saccharomyces cerevisiae
Q6H8X1,unknown,Streptococcus suis
A5U6Y7,3.2.2.27,Mycobacterium tuberculosis
C4M5H3,6.5.1.1,Entamoeba histolytica
P95479,5.6.2.-,Pyrococcus furiosus
B1GSN6,unknown,Bacillus subtilis
O27089,5.6.2.2,Methanothermobacter thermautotrophicus
Q9F0R5,unknown,Aliivibrio fischeri
P0AC78,2.7.8.33,Escherichia coli
W8P6D0,unknown,Teredinibacter turnerae
Q08AC1,1.10.3.2,Coprinopsis cinerea
Q6H8W8,unknown,Streptococcus suis
A0A144KZF3,1.10.3.2,Trametes versicolor
A0A1L1VVY8,unknown,Fischerella muscicola UTEX 1829
D2DK62,5.3.1.5,Thermoanaerobacter ethanolicus JW 200
Q8RPW6,3.1.1.81,Bacillus thuringiensis
G3FHJ1,unknown,Cereibacter azotoformans
P00936,4.6.1.1,Escherichia coli
Q93J06,3.1.1.3,Streptomyces coelicolor
Q58822,2.4.2.54,Methanocaldococcus jannaschii
Q9P8H5,unknown,Humicola insolens
Q1G9Z4,3.2.1.23,Lactobacillus delbrueckii subsp. bulgaricus
Q6QHI7,2.3.1.129,Acidithiobacillus ferrooxidans
Q8TZH9,3.1.3.11,Pyrococcus furiosus
P53848,unknown,Saccharomyces cerevisiae
P38032,1.4.3.16,Bacillus subtilis
D0EFL2,unknown,Enterococcus faecium
Q8NLB6,1.14.13.24,Corynebacterium glutamicum
Q4VRV8,1.1.1.205,Toxoplasma gondii
B6YUS8,unknown,Thermococcus onnurineus
Q5GMI6,3.1.1.3,Blastobotrys adeninivorans
Q6XMT2,4.2.1.84,Rhodococcus erythropolis
Q9UTM7,2.3.1.48,Schizosaccharomyces pombe
P49421,6.5.1.2,Rhodothermus marinus
P23316,2.4.1.16,Candida albicans
A8BIC5,2.7.7.1,Giardia intestinalis
A4XJ56,5.3.1.25,Caldicellulosiruptor saccharolyticus
A0A172SZR2,unknown,Micromonas pusilla
Q84B22,3.1.3.8,Bacillus subtilis
D7BAR0,2.4.1.352,Allomeiothermus silvanus
Q04HB7,5.1.1.5,Oenococcus oeni
A5HMH7,unknown,Alcaligenes faecalis
A1YZ23,unknown,Anoxybacillus gonensis
O27106,2.7.8.38,Methanothermobacter thermautotrophicus
Q8KTW8,3.1.1.81,Bacillus thuringiensis serovar ostriniae
Q8WZI8,3.1.1.73,Aspergillus niger
B5XMC3,3.5.3.6,Streptococcus pyogenes serotype M49
A7WNU2,3.2.1.-,Thermoascus aurantiacus
Q7X481,unknown,Leuconostoc citreum
Q9APM5,2.6.1.77,Bilophila wadsworthia
Q939C9,unknown,Bacillus subtilis
A9QXC9,unknown,Burkholderia cepacia
P0A8N5,6.1.1.6,Escherichia coli
A4LA85,unknown,Rhodococcus rhodochrous
A8C5K8,unknown,Colwellia psychrerythraea
A0A191KCR2,3.2.1.21,Humicola insolens
Q97ZV2,unknown,Saccharolobus solfataricus
Q8NKS2,unknown,Thermococcus kodakarensis
P25360,unknown,Saccharomyces cerevisiae
B8DZQ9,unknown,Dictyoglomus turgidum
G2RGW4,3.2.1.22,Thermothielavioides terrestris
I0CKV2,3.1.1.3,Yarrowia lipolytica
O84781,unknown,Chlamydia trachomatis serovar D
P9WG59,4.2.3.1,Mycobacterium tuberculosis
Q6KZI8,4.1.2.14,Picrophilus torridus
Q5YFS2,unknown,Alcaligenes xylosoxydans xylosoxydans
P36136,3.1.3.37,Saccharomyces cerevisiae
P14930,unknown,Neisseria gonorrhoeae
B1Q4V2,unknown,Hericium erinaceus
Q97Z86,2.7.6.1,Saccharolobus solfataricus
B6F260,3.2.1.145,Fusarium oxysporum
Q4QE75,2.7.7.64,Leishmania major
B1B5E4,1.7.1.3,Fusarium oxysporum
B8YJM2,unknown,Phaffia rhodozyma
Q93RE1,unknown,Burkholderia cepacia
Q97VZ8,unknown,Saccharolobus solfataricus
Q9K1F1,1.17.1.8,Neisseria meningitidis serogroup B
Q3C1A6,1.2.1.9,Streptococcus equinus
Q5EXK1,1.14.13.24,Klebsiella oxytoca
Q4J6C9,1.1.1.42,Sulfolobus acidocaldarius
G8XR50,2.4.1.5,Leuconostoc mesenteroides
Q2FV22,6.3.2.1,Staphylococcus aureus
A0A060KZ16,1.1.1.8,Saccharomyces kudriavzevii
F6KV62,unknown,Methanohalophilus portucalensis FDF-1
P45261,2.2.1.6,Haemophilus influenzae
D9XD61,4.2.3.169,Streptomyces viridochromogenes
A0A1R1AUM9,1.14.11.55,Paenibacillus lautus
Q980N1,2.5.1.41,Saccharolobus solfataricus
Q5JFG7,unknown,Thermococcus kodakarensis
P74840,4.2.1.79,Salmonella typhimurium
A4XIG7,3.2.1.21,Caldicellulosiruptor saccharolyticus
D4P4Y7,3.2.1.1,Saccharomycopsis fibuligera
Q7LXP1,unknown,Saccharolobus solfataricus
Q6KHA5,6.1.1.4,Mycoplasma mobile
E1V4Y1,1.1.1.380,Halomonas elongata
Q46948,3.1.2.-,Escherichia coli
P22984,3.5.1.4,Rhodococcus erythropolis
O28538,1.1.1.34,Archaeoglobus fulgidus
A0A141BGH5,unknown,Gluconobacter oxydans
Q4DPR9,unknown,Trypanosoma cruzi
B2CML6,1.14.14.21,Mycolicibacterium goodii
A3MU01,5.6.2.-,Pyrobaculum calidifontis
H2EIY3,3.1.1.32,Trypanosoma cruzi
Q939X3,2.3.1.246,Amycolatopsis balhimycina
P75823,4.1.2.48,Escherichia coli
A0A0X1KHE6,4.3.1.17,Rhizomucor miehei CAU432
Q05016,1.1.1.-,Saccharomyces cerevisiae
Q9X0D0,2.6.1.9,Thermotoga maritima
Q9V1J7,2.1.1.219,Pyrococcus abyssi
O87872,3.7.1.21,Thauera aromatica
B3XZI5,5.1.3.11,Eubacterium cellulosolvens
Q6PLI2,unknown,Pseudomonas putida
A0A0A0Q4S7,3.2.1.1,Microbulbifer thermotolerans
Q3HW35,2.5.1.6,Streptomyces avermitilis
Q9RWH9,3.2.2.27,Deinococcus radiodurans
H6UWP3,3.2.1.58,Wickerhamomyces anomalus
Q9YE85,unknown,Aeropyrum pernix
Q8U3K2,1.2.7.6,Pyrococcus furiosus
D3RXI0,unknown,Ferroglobus placidus
Q8NKS4,unknown,Thermococcus kodakarensis
Q6W7J7,3.2.1.31,Mediterraneibacter gnavus
E5FGC5,unknown,Serratia marcescens
Q97YI8,4.1.3.1,Saccharolobus solfataricus
Q4KCY5,6.2.1.53,Pseudomonas fluorescens
A1A048,3.2.1.156,Bifidobacterium adolescentis
Q711P7,6.3.1.9,Leishmania major
Q6L2X5,3.2.1.24,Picrophilus torridus
Q8VLQ8,unknown,Streptococcus suis
P28629,4.1.1.19,Escherichia coli
O58802,1.1.1.3,Pyrococcus horikoshii
Q76M76,unknown,Thermococcus profundus
G0YW23,3.2.1.73,Bacillus subtilis
A5HKP3,3.5.1.-,Lactobacillus acidophilus
P09347,1.1.1.327,Pseudomonas putida
A0QYR0,unknown,Mycolicibacterium smegmatis
Q208R5,unknown,Leishmania donovani
Q6LZD3,6.1.1.15,Methanococcus maripaludis
A7U7M0,3.1.3.8,Kodamaea ohmeri
Q5JHY2,unknown,Thermococcus kodakarensis
O33391,unknown,Neisseria meningitidis
Q81K97,6.2.1.26,Bacillus anthracis
H9C9P0,unknown,Bacillus spizizenii
Q7WUI6,3.1.3.12,Thermus thermophilus
Q82M04,unknown,Streptomyces avermitilis
Q01217,unknown,Saccharomyces cerevisiae
Q6XKX6,unknown,Raoultella planticola
Q73KK9,unknown,Treponema denticola
Q9AJC6,1.4.1.18,Geobacillus stearothermophilus
Q1JU62,4.1.1.22,Photobacterium phosphoreum
Q01651,1.2.1.12,Corynebacterium glutamicum
B6HI95,1.1.1.12,Penicillium rubens
A1XP58,3.2.1.151,Aspergillus niger
C5B2R8,1.5.1.47,Methylorubrum extorquens
Q7WZT5,unknown,Lacticaseibacillus casei
P0AE22,3.1.3.2,Escherichia coli
Q89CN5,unknown,Bradyrhizobium diazoefficiens
O52250,2.6.1.76,Halomonas elongata
A0A179FQV9,unknown,Pochonia chlamydosporia 170
Q2VEQ7,1.1.1.-,Haloferax mediterranei
E7FHL9,unknown,Pyrococcus furiosus
A6T7D6,3.5.2.3,Klebsiella pneumoniae subsp. pneumoniae
D6EQU8,unknown,Streptomyces lividans TK24
P39581,6.2.1.54,Bacillus subtilis
S8F3V2,unknown,Toxoplasma gondii
Q9YGA9,4.2.1.20,Thermococcus kodakarensis
A9U908,1.15.1.1,Yersinia enterocolitica
O67010,2.1.1.215,Aquifex aeolicus
Q75UV1,3.6.1.61,Thermus thermophilus
O30560,unknown,Haloferax volcanii
P70500,2.7.8.11,Rattus norvegicus
S5YYL9,unknown,Corallococcus coralloides
H6WZS9,3.5.2.6,Escherichia coli
Q4U6L1,unknown,Streptococcus mitis
Q5CB51,2.1.1.95,Chlamydomonas reinhardtii
Q8EEB1,2.6.1.109,Shewanella oneidensis
P09546,unknown,Escherichia coli
Q8J0Q0,3.2.1.113,Candida albicans
Q7LXU0,3.1.21.10,Saccharolobus solfataricus
K0A689,3.2.1.73,Bacillus tequilensis
Q5V9S0,unknown,Vibrio fluvialis
P0A873,2.1.1.228,Escherichia coli
Q2VA40,2.4.1.1,Chlamydomonas reinhardtii
A0A0P1IZI1,unknown,unknown
B5U990,1.11.1.-,Lentinula edodes
Q7B8C2,3.1.1.81,Bacillus thuringiensis subsp. israelensis
I3QNS7,unknown,Bifidobacterium adolescentis
P39460,1.2.1.59,Saccharolobus solfataricus
E5RQ20,1.1.1.103,Cupriavidus necator
Q8YG38,3.4.11.2,Brucella melitensis biotype 1
Q93NG1,3.5.1.111,Paenarthrobacter nicotinovorans
Q8PUQ1,6.3.2.36,Methanosarcina mazei
Q9YGB3,4.1.3.27,Thermococcus kodakarensis
A9UVU0,unknown,Monosiga brevicollis
I6P4V6,unknown,Stenotrophomonas maltophilia
Q9HHA2,unknown,Haloferax volcanii
B2AVF1,3.2.1.4,Podospora anserina
A7TPK2,6.1.1.7,Vanderwaltozyma polyspora
P26827,2.4.1.19,Thermoanaerobacterium thermosulfurigenes
F0NBH8,2.1.1.-,Sulfolobus islandicus
B9K7M5,3.2.1.74,Thermotoga neapolitana
Q4J702,1.-.-.-,Sulfolobus acidocaldarius
P56526,3.2.1.20,Aspergillus niger
P9WN39,6.3.1.2,Mycobacterium tuberculosis
B7XEJ1,2.4.1.211,Cutibacterium acnes
Q9HVF1,1.1.5.4,Pseudomonas aeruginosa
D8WN00,unknown,Paenibacillus campinasensis
Q8NKR9,3.1.3.11,Thermococcus kodakarensis
Q97LM4,3.2.1.122,Clostridium acetobutylicum
Q2HQR4,1.2.1.9,Clostridioides difficile
B6VP39,2.2.1.8,Streptantibioticus cattleyicolor
Q50754,1.8.98.5,Methanothermobacter marburgensis
A8D0T0,3.2.1.4,Bacillus subtilis
Q6WZB0,1.14.11.41,Streptomyces vinaceus
Q9KIF2,unknown,Streptomyces hygroscopicus subsp. ascomyceticus
Q8KKH9,unknown,Niallia circulans
A0A1B4XTS0,1.1.1.113,Meyerozyma caribbica
P42450,2.3.3.9,Corynebacterium glutamicum
Q0ZS19,7.1.2.2,Clostridium paradoxum
A3FQA5,unknown,Cryptosporidium parvum
Q9LCC5,3.2.1.4,Ruminococcus albus
Q8NU97,2.7.11.1,Corynebacterium glutamicum
A1B9E3,unknown,Paracoccus denitrificans
Q21FJ0,4.2.2.26,Saccharophagus degradans
Q9I4G8,1.13.11.-,Pseudomonas aeruginosa
A5HMH8,unknown,Alcaligenes faecalis
P43889,unknown,Haemophilus influenzae
Q9HGR3,3.1.1.73,Neurospora crassa
Q833X5,unknown,Enterococcus faecalis
Q54944,2.7.1.176,Streptococcus pyogenes
A0A1B1PGG4,unknown,Fictibacillus nanhaiensis
Q2QC88,unknown,Thermococcus onnurineus
D7FMJ8,1.1.1.17,Ectocarpus siliculosus
P9WQD9,2.3.1.293,Mycobacterium tuberculosis
Q97WI2,3.1.1.96,Saccharolobus solfataricus
Q9AIK2,1.4.1.1,Bilophila wadsworthia
A9P7G2,3.2.1.-,Bacillus thuringiensis serovar canadensis
E6UBR9,2.4.1.319,Ruminococcus albus
Q8U3I6,unknown,Pyrococcus furiosus
Q65GW7,unknown,Bacillus licheniformis
Q12XX4,2.4.1.266,Methanococcoides burtonii
O54204,2.7.1.175,Streptomyces coelicolor
Q0QFQ3,3.7.1.23,Pseudomonas alcaligenes
P36924,3.2.1.2,Bacillus cereus
Q08352,1.4.1.1,Bacillus subtilis
Q72K16,6.2.1.30,Thermus thermophilus
Q8XM24,unknown,Clostridium perfringens
A3GHR6,1.1.1.2,Scheffersomyces stipitis
Q7M135,3.4.21.50,Lysobacter enzymogenes
U6A8H3,3.2.1.4,Penicillium crustosum
C4QZH8,1.13.99.1,Komagataella phaffii
Q9I234,3.5.1.9,Pseudomonas aeruginosa
B5IEU6,4.1.2.4,Aciduliprofundum boonei
A0A0S7ASE9,unknown,unknown
Q72G76,3.5.1.11,Thermus thermophilus
P9WIB9,5.4.99.5,Mycobacterium tuberculosis
G4WJC8,unknown,Yersinia pseudotuberculosis
I3QNT4,unknown,Bifidobacterium longum subsp. infantis
J7GQ11,4.1.1.25,Levilactobacillus brevis
B2MUU6,2.4.1.5,Leuconostoc mesenteroides
Q8ZXE0,3.2.2.-,Pyrobaculum aerophilum
Q49HI4,3.2.1.78,Niallia circulans
Q88RQ5,1.1.1.25,Pseudomonas putida
Q5P171,unknown,Aromatoleum aromaticum
O33830,3.2.1.20,Thermotoga maritima
Q5LX16,2.7.4.-,Ruegeria pomeroyi
Q6LP64,4.1.99.1,Photobacterium profundum
G3FFC9,1.1.1.1,Kluyveromyces marxianus
Q9P979,3.1.1.73,Aspergillus awamori
Q8NRE6,2.6.1.1,Corynebacterium glutamicum
A4IP64,1.1.1.192,Geobacillus thermodenitrificans
B5Y6G0,3.4.21.-,Coprothermobacter proteolyticus
B3VA59,2.4.1.335,Methanococcus voltae
A4YGN0,1.2.1.76,Metallosphaera sedula
B4EY92,2.7.4.1,Proteus mirabilis
H3ZMH5,unknown,Thermococcus litoralis
P50740,5.3.3.2,Bacillus subtilis
Q8U0Z7,1.12.7.2,Pyrococcus furiosus
Q76KX0,3.5.1.101,Pseudomonas azotoformans
Q9V2R8,3.1.1.96,Pyrococcus abyssi
A0A089QAB6,1.1.3.9,Gibberella pulicaris
C0H4F3,unknown,Plasmodium falciparum
Q89VT8,6.2.1.n2,Bradyrhizobium diazoefficiens
P0C0Y5,1.1.1.138,Davidiella tassiana
Q9AI65,3.2.1.20,Erwinia rhapontici
Q6WRS9,unknown,Rhodobacter capsulatus
D1MX72,1.5.1.3,Moritella japonica
B1VBB0,3.2.1.14,Moritella marina
P42588,2.6.1.82,Escherichia coli
Q9HYA4,1.4.1.21,Pseudomonas aeruginosa
P80651,2.1.1.86,Methanosarcina mazei
P08594,3.4.21.111,Thermus aquaticus
A5LH94,unknown,Janthinobacterium lividum
O85057,1.14.14.51,Geobacillus stearothermophilus
Q6H8Y2,unknown,Streptococcus suis
Q9F657,unknown,Bacillus subtilis
Q7DC81,4.1.3.27,Pseudomonas aeruginosa
B8YM30,5.4.99.16,Paenarthrobacter aurescens
P53051,3.2.1.10,Saccharomyces cerevisiae
Q5FSJ2,unknown,Gluconobacter oxydans
Q7SCE9,1.14.99.55,Neurospora crassa
Q81JK4,5.1.3.2,Bacillus anthracis
S5YEK5,unknown,Haliangium ochraceum
Q46N53,1.1.1.308,Cupriavidus pinatubonensis
O26253,2.7.7.1,Methanothermobacter thermautotrophicus
Q59601,2.3.1.51,Neisseria gonorrhoeae
Q9YBS3,2.7.8.39,Aeropyrum pernix
Q972I2,1.14.-.-,Sulfurisphaera tokodaii
D3HIF3,unknown,Wickerhamomyces anomalus
A0A0K2E8F8,1.1.1.205,Streptococcus suis
Q97WG5,1.11.1.24,Saccharolobus solfataricus
P32009,1.14.13.180,Streptomyces peucetius
Q9RM92,3.2.1.2,Priestia megaterium
Q5NGA7,2.5.1.15,Francisella tularensis subsp. tularensis
F8AEA4,1.1.1.26,Pyrococcus yayanosii
Q50403,unknown,Methylorubrum extorquens
A0A1D8FJM6,unknown,unknown
Q74C76,2.3.3.21,Geobacter sulfurreducens
G0YYC4,2.3.1.24,Trypanosoma cruzi
Q8NMT0,2.7.1.12,Corynebacterium glutamicum
D9D7K9,3.1.3.8,Yersinia enterocolitica
D1J8Z9,2.3.1.101,Uncultured archaeon
B6CND6,unknown,Vibrio harveyi
P53123,2.1.1.168,Saccharomyces cerevisiae
Q5AZ53,3.2.1.78,Emericella nidulans
P41744,3.1.1.74,Alternaria brassicicola
A8JC04,2.7.2.3,Chlamydomonas reinhardtii
A7E948,3.2.1.4,Sclerotinia sclerotiorum
A4YEH9,2.3.1.9,Metallosphaera sedula
C0MP41,1.4.7.1,Haloferax mediterranei
Q9AJS0,3.2.1.4,Alicyclobacillus acidocaldarius subsp. acidocaldarius
A0A125YMC0,2.3.1.48,Toxoplasma gondii
O93627,4.1.1.39,Thermococcus kodakarensis
B6JVL2,2.7.7.41,Schizosaccharomyces japonicus
J9R912,4.2.2.2,Colletotrichum lindemuthianum
A5U5Q2,unknown,Mycobacterium tuberculosis
C7FF05,1.14.18.1,Agaricus bisporus
Q840T2,3.1.1.3,Lacticaseibacillus casei
O28579,6.1.1.2,Archaeoglobus fulgidus
Q078T0,1.14.13.63,Emericella nidulans
Q8U022,unknown,Pyrococcus furiosus
Q3LB11,6.2.1.25,Rhodopseudomonas palustris
Q97U27,4.2.1.140,Saccharolobus solfataricus
Q97VW1,3.1.1.3,Saccharolobus solfataricus
A4YGF9,6.2.1.1,Metallosphaera sedula
W8JNL4,2.5.1.63,Nocardia brasiliensis
A0A0B5GQL6,3.2.1.39,Formosa algae
Q9CID5,2.4.1.216,Lactococcus lactis subsp. lactis
Q1MW86,3.5.2.19,Streptomyces noursei
Q5LVM3,unknown,Ruegeria pomeroyi
S0APF4,unknown,Ferroplasma acidarmanus Fer1
P0AB91,2.5.1.54,Escherichia coli
A2TBP7,unknown,Desulfosarcina cetonica
D2D3B2,2.6.1.-,Sphingopyxis macrogoltabida
Q9Z4Z5,1.14.11.39,Streptomyces coelicolor
P99106,1.1.1.205,Staphylococcus aureus
Q1H8W8,unknown,Giardia intestinalis
Q9AL99,unknown,Aggregatibacter actinomycetemcomitans
P95928,3.4.11.1,Saccharolobus solfataricus
Q5JFG9,2.5.1.104,Thermococcus kodakarensis
P04190,3.5.2.6,Bacillus cereus
B5SU85,3.7.1.8,Dyella ginsengisoli
Q96XE7,3.8.1.2,Sulfurisphaera tokodaii
D2SZY4,unknown,Acetobacter pasteurianus
M4QNR9,3.2.1.8,Halalkalibacterium halodurans
Q6C5L8,2.3.1.61,Yarrowia lipolytica
P30925,unknown,Saccharolobus solfataricus
Q71JU8,2.3.3.9,Streptomyces thermovulgaris
Q5JD38,2.1.1.218,Thermococcus kodakarensis
B7J413,unknown,Acidithiobacillus ferrooxidans
Q763T4,1.1.1.12,Aspergillus oryzae
Q5I7E1,unknown,Cereibacter sphaeroides
Q153J0,3.1.3.1,Thermus thermophilus
Q8U2I1,2.4.2.1,Pyrococcus furiosus
Q54801,1.5.1.3,Streptococcus pneumoniae serotype 4
P24205,2.3.1.243,Escherichia coli
Q1W5Y8,unknown,Enterobacter agglomerans
